Concat,"VLOOKUP(A2,[BRA2022111050006_INV_INV.xlsx]SISFAC!$R:$R,1,0)",Concat POLine,Project,PO,PN,PO Line,Description, Qty ,Unit price,Total,Plant,Concatenate,Huawei commitment (CPD),PL,ETA Foxconn,Modal,Status,Were used,Forecast
966000094110031974320000EMS02Q20000489HWA0005K,#N/A,9.66E+12,ONT,9660000941,10031974,120,"Chip Inductor,60uH,+/-5%,1.1ohm,0.2A,3.4",320000,0.0403,"12,896.00", 451U ,9.66E+23,12/1/2021,EMS02Q20000489HWA0005K,1/3/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094110040389340000EMS02Q20000489HWA0005K,#N/A,9.66E+12,ONT,9660000941,10040389,130,"EMI Com-mode Inductor,single phase,5V,50",340000,0.009,"3,060.00", 451U ,9.66E+23,12/1/2021,EMS02Q20000489HWA0005K,1/3/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094110070012120000EMS02Q20000489HWA0005K,#N/A,9.66E+12,ONT,9660000941,10070012,140,"EMIchip,220ohm,0.05ohm,2A,0805",120000,0.0046,552, 451U ,9.66E+23,12/1/2021,EMS02Q20000489HWA0005K,1/3/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094110070055160000EMS02Q20000489HWA0005K,#N/A,9.66E+12,ONT,9660000941,10070055,150,"EMIBead,+/-25%,1000ohm,1.25ohm,0.25A,0""",160000,0.0036,576, 451U ,9.66E+23,12/1/2021,EMS02Q20000489HWA0005K,1/3/2022, AIR ,Delivered,02313KTC-1,2/1/2022
96600009411007006340000EMS02Q20000489HWA0005K,#N/A,9.66E+12,ONT,9660000941,10070063,160,"EMIBead,25%,80ohm,0.038ohm,2.3A,0402,A""",40000,0.0026,104, 451U ,9.66E+22,12/1/2021,EMS02Q20000489HWA0005K,1/3/2022, AIR ,Delivered,02313KTC-1,2/1/2022
96600009411007007660000EMS02Q20000489HWA0005K,#N/A,9.66E+12,ONT,9660000941,10070076,170,"EMI Bead,25%,330ohm,0.08ohm,1.5A,SMT,The",60000,0.0021,126, 451U ,9.66E+22,12/1/2021,EMS02Q20000489HWA0005K,1/3/2022, AIR ,Delivered,02313KTC-1,2/1/2022
96600009411007008360000EMS02Q20000489HWA0005K,#N/A,9.66E+12,ONT,9660000941,10070083,180,"EMI Bead,25%,600ohm,0.4ohm,0.2A,0402,spl",60000,0.0008,48, 451U ,9.66E+22,12/1/2021,EMS02Q20000489HWA0005K,1/3/2022, AIR ,Delivered,02313KTC-1,2/1/2022
96600009411010000920000EMS02Q20000489HWA0005K,#N/A,9.66E+12,ONT,9660000941,10100009,190,"Mobile Dedicated,chip inductor, 1.2nH, 1",20000,0.0011,22, 451U ,9.66E+22,12/1/2021,EMS02Q20000489HWA0005K,1/3/2022, AIR ,Delivered,02313KTC-1,2/1/2022
96600009411010003340000EMS02Q20000489HWA0005K,#N/A,9.66E+12,ONT,9660000941,10100033,200,"Mobile Dedicated,chip Inductor,10nH+/-5%",40000,0.0011,44, 451U ,9.66E+22,12/1/2021,EMS02Q20000489HWA0005K,1/3/2022, AIR ,Delivered,02313KTC-1,2/1/2022
96600009411010006340000EMS02Q20000489HWA0009K,#N/A,9.66E+12,ONT,9660000941,10100063,210,"Terminal Chip Inductor,0.001uH,+/-0.3nH,",40000,0.0011,44, 451U ,9.66E+22,12/4/2021,EMS02Q20000489HWA0009K,1/19/2022, AIR ,Delivered,02313KTC-1,2/1/2022
96600009411010017140000EMS02Q20000489HWA0009K,#N/A,9.66E+12,ONT,9660000941,10100171,220,"Terminal Chip Inductor,0.0024uH,+/-0.3nH",40000,0.0011,44, 451U ,9.66E+22,12/4/2021,EMS02Q20000489HWA0009K,1/19/2022, AIR ,Delivered,02313KTC-1,2/1/2022
96600009411010055245000EMS02Q20000489HWA0009K,#N/A,9.66E+12,ONT,9660000941,10100552,230,"Terminal Chip Inductor,0.0013uH,+/-0.1nH",45000,0.001,45, 451U ,9.66E+22,12/4/2021,EMS02Q20000489HWA0009K,1/19/2022, AIR ,Delivered,02313KTC-1,2/1/2022
96600009411010057739000EMS02Q20000489HWA0009K,#N/A,9.66E+12,ONT,9660000941,10100577,240,"Terminal Power Inductor,4.7uH,+/-30%,3.0",39000,0.0231,900.9, 451U ,9.66E+22,12/4/2021,EMS02Q20000489HWA0009K,1/19/2022, AIR ,Delivered,02313KTC-1,2/1/2022
96600009411010071331000EMS02Q20000489HWA0009K,#N/A,9.66E+12,ONT,9660000941,10100713,250,Terminal Power Inductor 2.2uH 20% 2.1A 0,31000,0.0145,449.5, 451U ,9.66E+22,12/4/2021,EMS02Q20000489HWA0009K,1/19/2022, AIR ,Delivered,02313KTC-1,2/1/2022
96600009411504026480000EMS02Q20000489HWA0009K,#N/A,9.66E+12,ONT,9660000941,15040264,260,"Transient Suppression Diode,7V,15V,63W,3",80000,0.0108,864, 451U ,9.66E+22,12/4/2021,EMS02Q20000489HWA0009K,1/19/2022, AIR ,Delivered,02313KTC-1,2/1/2022
96600009411506044516415EMS02Q20000489HWA0009K,#N/A,9.66E+12,ONT,9660000941,15060445,270,MOSFET NMOS 20V 7.9A 0.05ohm 8V DFN2020-,16415,0.0494,810.901, 451U ,9.66E+22,12/4/2021,EMS02Q20000489HWA0009K,1/19/2022, AIR ,Delivered,02313KTC-1,2/1/2022
96600009412117048113800EMS02Q20000489HWA0018K,#N/A,9.66E+12,ONT,9660000941,21170481,280,"Conductor,DKBA8.055.5199,Pillar-Conflux",13800,0.0303,418.14, 451U ,9.66E+22,12/20/2021,EMS02Q20000489HWA0018K,1/31/2022, AIR ,Delivered,02313KTC-1,2/1/2022
96600009413413022120000EMS02Q20000489HWA0009K,#N/A,9.66E+12,ONT,9660000941,34130221,290,"Optical Transceiver Device,1310nm(Tx)/14",20000,3.0862,"61,724.00", 451U ,9.66E+22,12/4/2021,EMS02Q20000489HWA0009K,1/19/2022, AIR ,Delivered,02313KTC-1,2/1/2022
96600009413914053916120EMS02Q20000489HWA0009K,#N/A,9.66E+12,ONT,9660000941,39140539,300,"SLIC,3.3V,-115V,VQFN48",16120,0.2969,"4,786.03", 451U ,9.66E+22,12/4/2021,EMS02Q20000489HWA0009K,1/19/2022, AIR ,Delivered,02313KTC-1,2/1/2022
96600009413916013920000EMS02Q20000489HWA0001K,#N/A,9.66E+12,ONT,9660000941,39160139,310,LASER DRIVER QFN28 3.3v 100Mbps-3.125Gb,20000,0.2976,"5,952.00", 451U ,9.66E+22,12/1/2021,EMS02Q20000489HWA0001K,1/4/2022, AIR ,Delivered,02313KTC-1,2/1/2022
9660000941400609091000EMS02Q20000489HWA0001K,#N/A,9.66E+12,ONT,9660000941,40060909,330,NAND FLASH 1Gbit SPI Nand 104MHz 128KB 2,1000,0.5472,547.2, 451U ,9.66E+21,12/1/2021,EMS02Q20000489HWA0001K,1/4/2022, AIR ,Delivered,02313KTC-1,2/1/2022
96600009414102074920000EMS02Q20000489HWA0001K,#N/A,9.66E+12,ONT,9660000941,41020749,340,ARM TFBGA 21x21 667MHz 0.9V 32bit 2800mW,20000,1.9333,"38,666.00", 451U ,9.66E+22,12/1/2021,EMS02Q20000489HWA0001K,1/4/2022, AIR ,Delivered,02313KTC-1,2/1/2022
96600009414715098140000EMS02Q20000489HWA0001K,#N/A,9.66E+12,ONT,9660000941,47150981,350,"RF Multi-functional Component,802.11ac 5",40000,0.4118,"16,472.00", 451U ,9.66E+22,12/1/2021,EMS02Q20000489HWA0001K,1/4/2022, AIR ,Delivered,02313KTC-1,2/1/2022
96600009419017015320000EMS02Q20000489HWA0001K,#N/A,9.66E+12,ONT,9660000941,90170153,360,Adhesivepaper-thermalprintingwhite 10x6m,20000,0.0073,146, 451U ,9.66E+22,12/1/2021,EMS02Q20000489HWA0001K,1/4/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094107090803-00140000EMS02Q20000489HWA0001K,#N/A,9.66E+12,ONT,9660000941,07090803-001,370,"Chip Thick Film Resistor,0.0625W,22ohm,+",40000,0.0004,16, 451U , 966000094107090803-00140000 ,12/1/2021,EMS02Q20000489HWA0001K,1/4/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094107090911-001120000EMS02Q20000489HWA0001K,#N/A,9.66E+12,ONT,9660000941,07090911-001,380,"Chip Thick Film Resistor,0.05W,0ohm,50m",120000,0.0006,72, 451U , 966000094107090911-001120000 ,12/1/2021,EMS02Q20000489HWA0001K,1/4/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094107090944-00180000EMS02Q20000489HWA0001K,#N/A,9.66E+12,ONT,9660000941,07090944-001,390,"Chip Thick Film Resistor,0.125W,750000oh",80000,0.0018,144, 451U , 966000094107090944-00180000 ,12/1/2021,EMS02Q20000489HWA0001K,1/4/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094107091438-00120000EMS02Q20000489HWA0001K,#N/A,9.66E+12,ONT,9660000941,07091438-001,400,"ChipThickFilmResistor,0.1W,2.2ohm,+/""",20000,0.0011,22, 451U , 966000094107091438-00120000 ,12/1/2021,EMS02Q20000489HWA0001K,1/4/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094107091449-00120000EMS02Q20000489HWA0008K,#N/A,9.66E+12,ONT,9660000941,07091449-001,410,"Chip Thick Film Resistor,0.0625W,1ohm,+/",20000,0.0008,16, 451U , 966000094107091449-00120000 ,12/1/2021,EMS02Q20000489HWA0008K,1/4/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094107091457-00160000EMS02Q20000489HWA0008K,#N/A,9.66E+12,ONT,9660000941,07091457-001,420,"Chip Thick Film Resistor,0.05W,1000ohm,+",60000,0.0009,54, 451U , 966000094107091457-00160000 ,12/1/2021,EMS02Q20000489HWA0008K,1/4/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094107091463-00160000EMS02Q20000489HWA0008K,#N/A,9.66E+12,ONT,9660000941,07091463-001,430,"Chip Thick Film Resistor,0.05W,10000ohm,",60000,0.0009,54, 451U , 966000094107091463-00160000 ,12/1/2021,EMS02Q20000489HWA0008K,1/4/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094107091470-001360000EMS02Q20000489HWA0008K,#N/A,9.66E+12,ONT,9660000941,07091470-001,440,"Chip Thick Film Resistor,0.0625W,0ohm,le",360000,0.0004,144, 451U , 966000094107091470-001360000 ,12/1/2021,EMS02Q20000489HWA0008K,1/4/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094107091472-00120000EMS02Q20000489HWA0008K,#N/A,9.66E+12,ONT,9660000941,07091472-001,450,"Chip Thick Film Resistor,0.1W,1ohm,+/-1%",20000,0.0011,22, 451U , 966000094107091472-00120000 ,12/1/2021,EMS02Q20000489HWA0008K,1/4/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094107091482-001100000EMS02Q20000489HWA0008K,#N/A,9.66E+12,ONT,9660000941,07091482-001,460,"Chip Thick Film Resistor,0.125W,0ohm,les",100000,0.0012,120, 451U , 966000094107091482-001100000 ,12/1/2021,EMS02Q20000489HWA0008K,1/4/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094107091486-001340000EMS02Q20000489HWA0008K,#N/A,9.66E+12,ONT,9660000941,07091486-001,470,"ChipThickFilmResistor,0.1W,0ohm,50mO""",340000,0.0007,238, 451U , 966000094107091486-001340000 ,12/1/2021,EMS02Q20000489HWA0008K,1/4/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094107091494-00120000EMS02Q20000489HWA0008K,#N/A,9.66E+12,ONT,9660000941,07091494-001,480,"Chip Thick Film Resistor,0.25W,1000000oh",20000,0.0036,72, 451U , 966000094107091494-00120000 ,12/1/2021,EMS02Q20000489HWA0008K,1/4/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094107091500-001120000EMS02Q20000489HWA0008K,#N/A,9.66E+12,ONT,9660000941,07091500-001,490,"Chip Thick Film Resistor,0.0625W,10ohm,+",120000,0.0005,60, 451U , 966000094107091500-001120000 ,12/1/2021,EMS02Q20000489HWA0008K,1/4/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094107091529-00120000EMS02Q20000489HWA0008K,#N/A,9.66E+12,ONT,9660000941,07091529-001,500,"Chip Thick Film Resistor,0.0625W,2000ohm",20000,0.0005,10, 451U , 966000094107091529-00120000 ,12/1/2021,EMS02Q20000489HWA0008K,1/4/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094107091545-00120000EMS02Q20000489HWA0010K,#N/A,9.66E+12,ONT,9660000941,07091545-001,510,"ChipThickFilmResistor,0.0625W,15ohm,""",20000,0.0005,10, 451U , 966000094107091545-00120000 ,12/1/2021,EMS02Q20000489HWA0010K,1/3/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094107091555-00140000EMS02Q20000489HWA0010K,#N/A,9.66E+12,ONT,9660000941,07091555-001,520,"Chip Thick Film Resistor,0.125W,20ohm,+/",40000,0.0013,52, 451U , 966000094107091555-00140000 ,12/1/2021,EMS02Q20000489HWA0010K,1/3/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094107091577-00180000EMS02Q20000489HWA0010K,#N/A,9.66E+12,ONT,9660000941,07091577-001,530,"Chip Thick Film Resistor,0.0625W,121000o",80000,0.0006,48, 451U , 966000094107091577-00180000 ,12/1/2021,EMS02Q20000489HWA0010K,1/3/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094107091578-001160000EMS02Q20000489HWA0010K,#N/A,9.66E+12,ONT,9660000941,07091578-001,540,"Chip Thick Film Resistor,0.0625W,33ohm,+",160000,0.0004,64, 451U , 966000094107091578-001160000 ,12/1/2021,EMS02Q20000489HWA0010K,1/3/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094107091579-00140000EMS02Q20000489HWA0010K,#N/A,9.66E+12,ONT,9660000941,07091579-001,550,"Chip Thick Film Resistor,0.1W,120000ohm,",40000,0.0021,84, 451U , 966000094107091579-00140000 ,12/1/2021,EMS02Q20000489HWA0010K,1/3/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094107091594-00120000EMS02Q20000489HWA0010K,#N/A,9.66E+12,ONT,9660000941,07091594-001,560,"Chip Thick Film Resistor,0.0625W,75000oh",20000,0.0005,10, 451U , 966000094107091594-00120000 ,12/1/2021,EMS02Q20000489HWA0010K,1/3/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094107091611-00160000EMS02Q20000489HWA0010K,#N/A,9.66E+12,ONT,9660000941,07091611-001,570,"Chip Thick Film Resistor,0.0625W,51000oh",60000,0.0005,30, 451U , 966000094107091611-00160000 ,12/1/2021,EMS02Q20000489HWA0010K,1/3/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094107091631-00140000EMS02Q20000489HWA0010K,#N/A,9.66E+12,ONT,9660000941,07091631-001,580,"ChipThickFilmResistor,0.1W,40200ohm,""",40000,0.0008,32, 451U , 966000094107091631-00140000 ,12/1/2021,EMS02Q20000489HWA0010K,1/3/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094107091646-001300000EMS02Q20000489HWA0010K,#N/A,9.66E+12,ONT,9660000941,07091646-001,590,"Chip Thick Film Resistor,0.0625W,4700ohm",300000,0.0006,180, 451U , 966000094107091646-001300000 ,12/1/2021,EMS02Q20000489HWA0010K,1/3/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094107091653-00120000EMS02Q20000489HWA0010K,#N/A,9.66E+12,ONT,9660000941,07091653-001,600,"Chip Thick Film Resistor,0.0625W,33000oh",20000,0.0004,8, 451U , 966000094107091653-00120000 ,12/1/2021,EMS02Q20000489HWA0010K,1/3/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094107091667-00140000EMS02Q20000489HWA0013K,#N/A,9.66E+12,ONT,9660000941,07091667-001,610,"Chip Thick Film Resistor,0.0625W,30000oh",40000,0.0005,20, 451U , 966000094107091667-00140000 ,12/1/2021,EMS02Q20000489HWA0013K,1/4/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094107091675-00120000EMS02Q20000489HWA0013K,#N/A,9.66E+12,ONT,9660000941,07091675-001,620,"ChipThickFilmResistor,0.0625W,5110oh""",20000,0.0005,10, 451U , 966000094107091675-00120000 ,12/1/2021,EMS02Q20000489HWA0013K,1/4/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094107091676-00120000EMS02Q20000489HWA0013K,#N/A,9.66E+12,ONT,9660000941,07091676-001,630,"ChipThickFilmResistor,0.0625W,24000o""",20000,0.0005,10, 451U , 966000094107091676-00120000 ,12/1/2021,EMS02Q20000489HWA0013K,1/4/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094107091698-00120000EMS02Q20000489HWA0013K,#N/A,9.66E+12,ONT,9660000941,07091698-001,640,"Chip Thick Film Resistor,0.0625W,7500ohm",20000,0.0004,8, 451U , 966000094107091698-00120000 ,12/1/2021,EMS02Q20000489HWA0013K,1/4/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094107091706-001220000EMS02Q20000489HWA0013K,#N/A,9.66E+12,ONT,9660000941,07091706-001,650,"Chip Thick Film Resistor,0.0625W,10000oh",220000,0.0005,110, 451U , 966000094107091706-001220000 ,12/1/2021,EMS02Q20000489HWA0013K,1/4/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094107091724-001300000EMS02Q20000489HWA0013K,#N/A,9.66E+12,ONT,9660000941,07091724-001,660,"Chip Thick Film Resistor,0.0625W,100ohm,",300000,0.0004,120, 451U , 966000094107091724-001300000 ,12/1/2021,EMS02Q20000489HWA0013K,1/4/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094107091731-00120000EMS02Q20000489HWA0013K,#N/A,9.66E+12,ONT,9660000941,07091731-001,670,"Chip Thick Film Resistor,0.1W,150ohm,+/-",20000,0.0007,14, 451U , 966000094107091731-00120000 ,12/1/2021,EMS02Q20000489HWA0013K,1/4/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094107091734-001540000EMS02Q20000489HWA0013K,#N/A,9.66E+12,ONT,9660000941,07091734-001,680,"Chip Thick Film Resistor,0.0625W,1000ohm",540000,0.0005,270, 451U , 966000094107091734-001540000 ,12/1/2021,EMS02Q20000489HWA0013K,1/4/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094107091737-001140000EMS02Q20000489HWA0013K,#N/A,9.66E+12,ONT,9660000941,07091737-001,690,"ChipThickFilmResistor,0.1W,200ohm,+/""",140000,0.0008,112, 451U , 966000094107091737-001140000 ,12/1/2021,EMS02Q20000489HWA0013K,1/4/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094107091740-00220000EMS02Q20000489HWA0013K,#N/A,9.66E+12,ONT,9660000941,07091740-002,700,"Chip Thick Film Resistor,0.0625W,750ohm,",20000,0.0005,10, 451U , 966000094107091740-00220000 ,12/1/2021,EMS02Q20000489HWA0013K,1/4/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094107091747-00140000EMS02Q20000489HWA0011K,#N/A,9.66E+12,ONT,9660000941,07091747-001,710,"Chip Thick Film Resistor,0.0625W,510ohm,",40000,0.0005,20, 451U , 966000094107091747-00140000 ,12/1/2021,EMS02Q20000489HWA0011K,1/3/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094107091770-00120000EMS02Q20000489HWA0011K,#N/A,9.66E+12,ONT,9660000941,07091770-001,720,"ChipThickFilmResistor,0.0625W,51ohm",20000,0.0004,8, 451U , 966000094107091770-00120000 ,12/1/2021,EMS02Q20000489HWA0011K,1/3/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094107091782-00140000EMS02Q20000489HWA0011K,#N/A,9.66E+12,ONT,9660000941,07091782-001,730,"Chip Thick Film Resistor,0.0625W,240ohm,",40000,0.0004,16, 451U , 966000094107091782-00140000 ,12/1/2021,EMS02Q20000489HWA0011K,1/3/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094107091805-00120000EMS02Q20000489HWA0011K,#N/A,9.66E+12,ONT,9660000941,07091805-001,740,"Chip Thick Film Resistor,0.1W,7680ohm,+/",20000,0.0008,16, 451U , 966000094107091805-00120000 ,12/1/2021,EMS02Q20000489HWA0011K,1/3/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094107091869-00120000EMS02Q20000489HWA0011K,#N/A,9.66E+12,ONT,9660000941,07091869-001,750,"Chip Thick Film Resistor,0.0625W,5.1ohm,",20000,0.0007,14, 451U , 966000094107091869-00120000 ,12/1/2021,EMS02Q20000489HWA0011K,1/3/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094107092104-00120000EMS02Q20000489HWA0011K,#N/A,9.66E+12,ONT,9660000941,07092104-001,760,"ChipThickFilmResistor,0.25W,0.1ohm,+""",20000,0.0098,196, 451U , 966000094107092104-00120000 ,12/1/2021,EMS02Q20000489HWA0011K,1/3/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094107092378-00140000EMS02Q20000489HWA0011K,#N/A,9.66E+12,ONT,9660000941,07092378-001,770,"Chip Thick Film Resistor,0.25W,36ohm,+/-",40000,0.0022,88, 451U , 966000094107092378-00140000 ,12/1/2021,EMS02Q20000489HWA0011K,1/3/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094107092380-001200000EMS02Q20000489HWA0011K,#N/A,9.66E+12,ONT,9660000941,07092380-001,780,"Chip Thick Film Resistor,0.0625W,49.9ohm",200000,0.0005,100, 451U , 966000094107092380-001200000 ,12/1/2021,EMS02Q20000489HWA0011K,1/3/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094107092387-00120000EMS02Q20000489HWA0011K,#N/A,9.66E+12,ONT,9660000941,07092387-001,790,"Chip Thick Film Resistor,0.25W,18ohm,+/-",20000,0.0021,42, 451U , 966000094107092387-00120000 ,12/1/2021,EMS02Q20000489HWA0011K,1/3/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094107092392-00120000EMS02Q20000489HWA0011K,#N/A,9.66E+12,ONT,9660000941,07092392-001,800,"Chip Thick Film Resistor,0.0625W,20ohm,+",20000,0.0005,10, 451U , 966000094107092392-00120000 ,12/1/2021,EMS02Q20000489HWA0011K,1/3/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094107092458-00140000EMS02Q20000489HWA0012K,#N/A,9.66E+12,ONT,9660000941,07092458-001,810,"Chip Thick Film Resistor,0.05W,3300ohm,+",40000,0.0011,44, 451U , 966000094107092458-00140000 ,12/1/2021,EMS02Q20000489HWA0012K,1/3/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094107092568-00120000EMS02Q20000489HWA0012K,#N/A,9.66E+12,ONT,9660000941,07092568-001,820,"Chip Thick Film Resistor,0.05W,4700ohm,+",20000,0.0009,18, 451U , 966000094107092568-00120000 ,12/1/2021,EMS02Q20000489HWA0012K,1/3/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094107092657-001600000EMS02Q20000489HWA0012K,#N/A,9.66E+12,ONT,9660000941,07092657-001,830,"Chip Thick Film Resistor,0.05W,33ohm,+/-",600000,0.0009,540, 451U , 966000094107092657-001600000 ,12/1/2021,EMS02Q20000489HWA0012K,1/3/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094108010430-00119800EMS02Q20000489HWA0012K,#N/A,9.66E+12,ONT,9660000941,08010430-001,840,"Non-Solid THT Aluminium Capacitor,16V,10",19800,0.0565,"1,118.70", 451U , 966000094108010430-00119800 ,12/1/2021,EMS02Q20000489HWA0012K,1/3/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094108010466-00220000EMS02Q20000489HWA0012K,#N/A,9.66E+12,ONT,9660000941,08010466-002,850,"Non-Solid THT Aluminium Capacitor,100V,2",20000,0.0581,"1,162.00", 451U , 966000094108010466-00220000 ,12/1/2021,EMS02Q20000489HWA0012K,1/3/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094108070450-00180000EMS02Q20000489HWA0012K,#N/A,9.66E+12,ONT,9660000941,08070450-001,860,"Low VoltageANDCapacity MLCC(less=100V,le",80000,0.0005,40, 451U , 966000094108070450-00180000 ,12/1/2021,EMS02Q20000489HWA0012K,1/3/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094108070530-002440000EMS02Q20000489HWA0012K,#N/A,9.66E+12,ONT,9660000941,08070530-002,870,"Low VoltageANDCapacity MLCC(less=100V,le",440000,0.0007,308, 451U , 966000094108070530-002440000 ,12/1/2021,EMS02Q20000489HWA0012K,1/3/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094108070543-00120000EMS02Q20000489HWA0012K,#N/A,9.66E+12,ONT,9660000941,08070543-001,880,"LowVoltageANDCapacityMLCC(LESS=100V,L""",20000,0.0005,10, 451U , 966000094108070543-00120000 ,12/1/2021,EMS02Q20000489HWA0012K,1/3/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094108070545-001100000EMS02Q20000489HWA0012K,#N/A,9.66E+12,ONT,9660000941,08070545-001,890,"LowVoltageCapacityMLCC(100V,1uf),50""",100000,0.0005,50, 451U , 966000094108070545-001100000 ,12/1/2021,EMS02Q20000489HWA0012K,1/3/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094108070546-00120000EMS02Q20000489HWA0012K,#N/A,9.66E+12,ONT,9660000941,08070546-001,900,"Low Voltage  Capacity MLCC(100V,1uf),50V",20000,0.0005,10, 451U , 966000094108070546-00120000 ,12/1/2021,EMS02Q20000489HWA0012K,1/3/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094108070547-00180000EMS02Q20000489HWA0003K,#N/A,9.66E+12,ONT,9660000941,08070547-001,910,"Low Voltage&Capacity MLCC(<=100V,<1uf),5",80000,0.0005,40, 451U , 966000094108070547-00180000 ,12/1/2021,EMS02Q20000489HWA0003K,1/3/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094108070580-00180000EMS02Q20000489HWA0003K,#N/A,9.66E+12,ONT,9660000941,08070580-001,920,"Low Voltage&Capacity MLCC(<=100V,<1uf),5",80000,0.0005,40, 451U , 966000094108070580-00180000 ,12/1/2021,EMS02Q20000489HWA0003K,1/3/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094108070607-00120000EMS02Q20000489HWA0003K,#N/A,9.66E+12,ONT,9660000941,08070607-001,930,"Low Voltage&Capacity MLCC(<=100V,<1uf),5",20000,0.001,20, 451U , 966000094108070607-00120000 ,12/1/2021,EMS02Q20000489HWA0003K,1/3/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094108070614-0022240000EMS02Q20000489HWA0003K,#N/A,9.66E+12,ONT,9660000941,08070614-002,940,"Low VoltageANDCapacity MLCC(less=100V,le",2240000,0.0005,"1,120.00", 451U , 966000094108070614-0022240000 ,12/1/2021,EMS02Q20000489HWA0003K,1/3/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094108070625-00120000EMS02Q20000489HWA0003K,#N/A,9.66E+12,ONT,9660000941,08070625-001,950,Low VoltageANDCapacity MLCC(less than=10,20000,0.0024,48, 451U , 966000094108070625-00120000 ,12/1/2021,EMS02Q20000489HWA0003K,1/3/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094108070627-00220000EMS02Q20000489HWA0003K,#N/A,9.66E+12,ONT,9660000941,08070627-002,960,"Low VoltageANDCapacity MLCC(less=100V,le",20000,0.0021,42, 451U , 966000094108070627-00220000 ,12/1/2021,EMS02Q20000489HWA0003K,1/3/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094108070658-00120000EMS02Q20000489HWA0003K,#N/A,9.66E+12,ONT,9660000941,08070658-001,970,"Low Voltage  Capacity MLCC(100V,1uf),50V",20000,0.0009,18, 451U , 966000094108070658-00120000 ,12/1/2021,EMS02Q20000489HWA0003K,1/3/2022, AIR ,Delivered,02313KTC-1,2/1/2022
